date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
01-08-2021,Andhra Pradesh,4,78,8245
01-08-2021,Assam,4,2,6447
01-08-2021,Bihar,4,7,5724
01-08-2021,Chandigarh,4,9,1845
01-08-2021,Chhattisgarh,4,11,4350
01-08-2021,Delhi,4,157,13177
01-08-2021,Goa,4,19,1439
01-08-2021,Gujarat,4,83,20394
01-08-2021,Haryana,4,3,16027
01-08-2021,Jharkhand,4,3,5113
01-08-2021,Karnataka,4,137,21975
01-08-2021,Kerala,4,183,22813
01-08-2021,Madhya Pradesh,4,26,12758
01-08-2021,Maharashtra,4,197,35127
01-08-2021,Odisha,4,4,5453
01-08-2021,Punjab,4,4,9209
01-08-2021,Rajasthan,4,53,11454
01-08-2021,Tamil Nadu,4,88,20865
01-08-2021,Uttar Pradesh,4,3,24012
01-08-2021,Uttarakhand,4,6,3760
01-08-2021,West Bengal,4,28,9198
01-09-2021,Andhra Pradesh,4,39,7952
01-09-2021,Bihar,4,4,4339
01-09-2021,Chandigarh,4,20,1607
01-09-2021,Chhattisgarh,4,12,3650
01-09-2021,Delhi,4,265,9181
01-09-2021,Goa,4,34,1277
01-09-2021,Gujarat,4,131,24797
01-09-2021,Haryana,4,7,14879
01-09-2021,Jharkhand,4,12,3892
01-09-2021,Karnataka,4,227,21407
01-09-2021,Kerala,4,164,22063
01-09-2021,Madhya Pradesh,4,23,11756
01-09-2021,Maharashtra,4,148,27900
01-09-2021,Odisha,4,2,4865
01-09-2021,Puducherry,4,2,640
01-09-2021,Punjab,4,3,7521
01-09-2021,Rajasthan,4,69,11035
01-09-2021,Tamil Nadu,4,107,18823
01-09-2021,Uttar Pradesh,4,4,23510
01-09-2021,Uttarakhand,4,10,3171
01-09-2021,West Bengal,4,34,9437
01-10-2021,Andhra Pradesh,4,37,7366
01-10-2021,Bihar,4,7,5838
01-10-2021,Chandigarh,4,12,1816
01-10-2021,Chhattisgarh,4,11,5255
01-10-2021,Delhi,4,253,12876
01-10-2021,Goa,4,28,1165
01-10-2021,Gujarat,4,104,23184
01-10-2021,Haryana,4,8,11634
01-10-2021,Jammu and Kashmir,4,2,4205
01-10-2021,Jharkhand,4,5,4806
01-10-2021,Karnataka,4,163,18505
01-10-2021,Kerala,4,158,14562
01-10-2021,Madhya Pradesh,4,20,9554
01-10-2021,Maharashtra,4,298,33771
01-10-2021,Odisha,4,2,5830
01-10-2021,Punjab,4,5,8523
01-10-2021,Rajasthan,4,86,12823
01-10-2021,Tamil Nadu,4,119,14796
01-10-2021,Uttar Pradesh,4,10,23095
01-10-2021,Uttarakhand,4,13,3523
01-10-2021,West Bengal,4,33,7120
01-11-2021,Andhra Pradesh,4,34,7374
01-11-2021,Bihar,4,11,6992
01-11-2021,Chandigarh,4,16,1919
01-11-2021,Chhattisgarh,4,14,4824
01-11-2021,Delhi,4,185,11782
01-11-2021,Goa,4,20,1293
01-11-2021,Gujarat,4,121,22396
01-11-2021,Haryana,4,13,16035
01-11-2021,Jharkhand,4,8,5320
01-11-2021,Karnataka,4,153,17247
01-11-2021,Kerala,4,214,15244
01-11-2021,Madhya Pradesh,4,31,12871
01-11-2021,Maharashtra,4,515,28322
01-11-2021,Odisha,4,18,5095
01-11-2021,Punjab,4,3,9015
01-11-2021,Rajasthan,4,79,16115
01-11-2021,Tamil Nadu,4,108,15533
01-11-2021,Uttar Pradesh,4,10,29608
01-11-2021,Uttarakhand,4,12,3954
01-11-2021,West Bengal,4,59,8836
01-12-2021,Andhra Pradesh,4,31,6314
01-12-2021,Assam,4,3,6737
01-12-2021,Bihar,4,7,5031
01-12-2021,Chandigarh,4,12,1985
01-12-2021,Chhattisgarh,4,5,3651
01-12-2021,Delhi,4,277,12633
01-12-2021,Goa,4,19,1306
01-12-2021,Gujarat,4,163,24277
01-12-2021,Haryana,4,11,16015
01-12-2021,Jharkhand,4,3,4258
01-12-2021,Karnataka,4,153,16243
01-12-2021,Kerala,4,186,16994
01-12-2021,Madhya Pradesh,4,30,11820
01-12-2021,Maharashtra,4,1392,29346
01-12-2021,Odisha,4,20,4634
01-12-2021,Puducherry,4,2,608
01-12-2021,Punjab,4,6,10624
01-12-2021,Rajasthan,4,73,12739
01-12-2021,Tamil Nadu,4,121,17001
01-12-2021,Uttar Pradesh,4,21,33774
01-12-2021,Uttarakhand,4,38,4270
01-12-2021,West Bengal,4,39,8452
01-01-2022,Andhra Pradesh,4,29,8418
01-01-2022,Bihar,4,10,5538
01-01-2022,Chandigarh,4,7,1519
01-01-2022,Chhattisgarh,4,11,4667
01-01-2022,Delhi,4,282,13659
01-01-2022,Goa,4,26,1185
01-01-2022,Gujarat,4,97,21963
01-01-2022,Haryana,4,26,17633
01-01-2022,Himachal Pradesh,4,3,3090
01-01-2022,Jharkhand,4,5,4345
01-01-2022,Karnataka,4,209,21967
01-01-2022,Kerala,4,212,17441
01-01-2022,Madhya Pradesh,4,25,11325
01-01-2022,Maharashtra,4,263,35772
01-01-2022,Odisha,4,27,5876
01-01-2022,Punjab,4,7,9792
01-01-2022,Rajasthan,4,92,13658
01-01-2022,Tamil Nadu,4,121,20494
01-01-2022,Uttar Pradesh,4,14,32561
01-01-2022,Uttarakhand,4,30,4241
01-01-2022,West Bengal,4,54,7968
01-02-2022,Andhra Pradesh,4,43,6361
01-02-2022,Assam,4,3,6152
01-02-2022,Bihar,4,8,5658
01-02-2022,Chandigarh,4,11,1941
01-02-2022,Chhattisgarh,4,20,3922
01-02-2022,Delhi,4,298,12608
01-02-2022,Goa,4,62,1160
01-02-2022,Gujarat,4,128,24012
01-02-2022,Haryana,4,28,16353
01-02-2022,Himachal Pradesh,4,5,3616
01-02-2022,Jammu and Kashmir,4,7,4679
01-02-2022,Jharkhand,4,4,4335
01-02-2022,Karnataka,4,202,17561
01-02-2022,Kerala,4,327,14575
01-02-2022,Madhya Pradesh,4,22,11274
01-02-2022,Maharashtra,4,905,31805
01-02-2022,Odisha,4,27,5023
01-02-2022,Punjab,4,5,9464
01-02-2022,Rajasthan,4,116,14811
01-02-2022,Tamil Nadu,4,135,16711
01-02-2022,Uttar Pradesh,4,22,28479
01-02-2022,Uttarakhand,4,24,3820
01-02-2022,West Bengal,4,45,7395
01-03-2022,Andaman & Nicobar Island,4,2,108
01-03-2022,Andhra Pradesh,4,55,7288
01-03-2022,Assam,4,2,7281
01-03-2022,Bihar,4,12,6694
01-03-2022,Chandigarh,4,14,2279
01-03-2022,Chhattisgarh,4,19,4200
01-03-2022,Delhi,4,220,13385
01-03-2022,Goa,4,91,1474
01-03-2022,Gujarat,4,249,26077
01-03-2022,Haryana,4,13,18621
01-03-2022,Himachal Pradesh,4,3,3371
01-03-2022,Jammu and Kashmir,4,4,4854
01-03-2022,Jharkhand,4,5,5062
01-03-2022,Karnataka,4,230,22167
01-03-2022,Kerala,4,331,16628
01-03-2022,Madhya Pradesh,4,35,11616
01-03-2022,Maharashtra,4,2060,39762
01-03-2022,Odisha,4,31,6098
01-03-2022,Puducherry,4,3,817
01-03-2022,Punjab,4,4,10836
01-03-2022,Rajasthan,4,89,13751
01-03-2022,Tamil Nadu,4,168,20604
01-03-2022,Uttar Pradesh,4,18,29324
01-03-2022,Uttarakhand,4,20,4026
01-03-2022,West Bengal,4,41,8539
01-04-2022,Andhra Pradesh,4,54,7195
01-04-2022,Assam,4,2,6354
01-04-2022,Bihar,4,8,5981
01-04-2022,Chandigarh,4,12,2167
01-04-2022,Chhattisgarh,4,20,4861
01-04-2022,Delhi,4,566,15811
01-04-2022,Goa,4,31,1390
01-04-2022,Gujarat,4,171,26534
01-04-2022,Haryana,4,11,16721
01-04-2022,Himachal Pradesh,4,4,3140
01-04-2022,Jammu and Kashmir,4,3,4468
01-04-2022,Jharkhand,4,9,4564
01-04-2022,Karnataka,4,311,24129
01-04-2022,Kerala,4,275,16142
01-04-2022,Madhya Pradesh,4,37,11896
01-04-2022,Maharashtra,4,354,32449
01-04-2022,Odisha,4,31,5448
01-04-2022,Puducherry,4,2,702
01-04-2022,Punjab,4,3,10147
01-04-2022,Rajasthan,4,87,15176
01-04-2022,Tamil Nadu,4,154,17499
01-04-2022,Uttar Pradesh,4,11,32173
01-04-2022,Uttarakhand,4,49,4116
01-04-2022,West Bengal,4,40,8560
01-05-2022,Andhra Pradesh,4,59,6927
01-05-2022,Assam,4,7,6761
01-05-2022,Bihar,4,12,6495
01-05-2022,Chandigarh,4,20,2248
01-05-2022,Chhattisgarh,4,24,4397
01-05-2022,Delhi,4,750,15194
01-05-2022,Goa,4,51,1360
01-05-2022,Gujarat,4,163,23174
01-05-2022,Haryana,4,31,18343
01-05-2022,Himachal Pradesh,4,3,3778
01-05-2022,Jammu and Kashmir,4,2,4775
01-05-2022,Jharkhand,4,3,4306
01-05-2022,Karnataka,4,241,20924
01-05-2022,Kerala,4,258,15706
01-05-2022,Madhya Pradesh,4,43,14017
01-05-2022,Maharashtra,4,794,34222
01-05-2022,Meghalaya,4,3,1051
01-05-2022,Odisha,4,40,5583
01-05-2022,Puducherry,4,2,726
01-05-2022,Punjab,4,2,9843
01-05-2022,Rajasthan,4,124,17047
01-05-2022,Tamil Nadu,4,202,19368
01-05-2022,Uttar Pradesh,4,26,30695
01-05-2022,Uttarakhand,4,22,3948
01-05-2022,West Bengal,4,76,8341
01-06-2022,Andhra Pradesh,4,47,6652
01-06-2022,Assam,4,9,5825
01-06-2022,Bihar,4,16,5543
01-06-2022,Chandigarh,4,19,1993
01-06-2022,Chhattisgarh,4,32,3933
01-06-2022,DNH and DD,4,4,369
01-06-2022,Delhi,4,267,14908
01-06-2022,Goa,4,74,1342
01-06-2022,Gujarat,4,337,26192
01-06-2022,Haryana,4,26,17365
01-06-2022,Himachal Pradesh,4,2,3457
01-06-2022,Jammu and Kashmir,4,4,4239
01-06-2022,Jharkhand,4,19,4097
01-06-2022,Karnataka,4,359,22817
01-06-2022,Kerala,4,345,16486
01-06-2022,Madhya Pradesh,4,42,12480
01-06-2022,Maharashtra,4,1082,35587
01-06-2022,Odisha,4,32,5778
01-06-2022,Puducherry,4,9,808
01-06-2022,Punjab,4,3,9388
01-06-2022,Rajasthan,4,136,13559
01-06-2022,Tamil Nadu,4,199,20592
01-06-2022,Uttar Pradesh,4,17,27820
01-06-2022,Uttarakhand,4,38,3959
01-06-2022,West Bengal,4,91,8407
01-07-2022,Andhra Pradesh,4,63,6757
01-07-2022,Assam,4,11,6769
01-07-2022,Bihar,4,10,5215
01-07-2022,Chandigarh,4,21,2709
01-07-2022,Chhattisgarh,4,29,4394
01-07-2022,Delhi,4,438,16056
01-07-2022,Goa,4,107,1545
01-07-2022,Gujarat,4,308,24735
01-07-2022,Haryana,4,135,17539
01-07-2022,Himachal Pradesh,4,6,3618
01-07-2022,Jammu and Kashmir,4,9,4577
01-07-2022,Jharkhand,4,7,4187
01-07-2022,Karnataka,4,358,19322
01-07-2022,Kerala,4,292,14993
01-07-2022,Madhya Pradesh,4,45,11437
01-07-2022,Maharashtra,4,1098,35100
01-07-2022,Meghalaya,4,2,1053
01-07-2022,Odisha,4,29,5336
01-07-2022,Puducherry,4,5,681
01-07-2022,Punjab,4,7,9415
01-07-2022,Rajasthan,4,102,12817
01-07-2022,Tamil Nadu,4,176,17830
01-07-2022,Uttar Pradesh,4,19,27276
01-07-2022,Uttarakhand,4,34,3820
01-07-2022,West Bengal,4,93,8312
01-08-2022,Andhra Pradesh,4,64,7491
01-08-2022,Assam,4,10,6733
01-08-2022,Bihar,4,15,5012
01-08-2022,Chandigarh,4,19,1903
01-08-2022,Chhattisgarh,4,35,3974
01-08-2022,Delhi,4,443,16315
01-08-2022,Goa,4,44,2364
01-08-2022,Gujarat,4,230,23571
01-08-2022,Haryana,4,163,18545
01-08-2022,Himachal Pradesh,4,2,3517
01-08-2022,Jammu and Kashmir,4,3,4299
01-08-2022,Jharkhand,4,15,4040
01-08-2022,Karnataka,4,363,23924
01-08-2022,Kerala,4,342,21051
01-08-2022,Ladakh,4,9,269
01-08-2022,Madhya Pradesh,4,72,15953
01-08-2022,Maharashtra,4,992,40173
01-08-2022,Odisha,4,43,5716
01-08-2022,Puducherry,4,4,758
01-08-2022,Punjab,4,3,9913
01-08-2022,Rajasthan,4,145,12578
01-08-2022,Tamil Nadu,4,182,20944
01-08-2022,Uttar Pradesh,4,15,25778
01-08-2022,Uttarakhand,4,34,3599
01-08-2022,West Bengal,4,110,9228
01-09-2022,Andhra Pradesh,4,61,8003
01-09-2022,Assam,4,13,8690
01-09-2022,Bihar,4,14,5315
01-09-2022,Chandigarh,4,26,2119
01-09-2022,Chhattisgarh,4,50,3978
01-09-2022,Delhi,4,471,14076
01-09-2022,Goa,4,42,1687
01-09-2022,Gujarat,4,299,25102
01-09-2022,Haryana,4,49,14140
01-09-2022,Himachal Pradesh,4,4,2815
01-09-2022,Jammu and Kashmir,4,4,4432
01-09-2022,Jharkhand,4,31,4183
01-09-2022,Karnataka,4,493,25136
01-09-2022,Kerala,4,397,19551
01-09-2022,Madhya Pradesh,4,61,11080
01-09-2022,Maharashtra,4,939,33643
01-09-2022,Meghalaya,4,2,1047
01-09-2022,Odisha,4,40,5941
01-09-2022,Puducherry,4,2,858
01-09-2022,Punjab,4,4,8968
01-09-2022,Rajasthan,4,150,12513
01-09-2022,Tamil Nadu,4,218,21233
01-09-2022,Uttar Pradesh,4,23,22777
01-09-2022,Uttarakhand,4,29,3066
01-09-2022,West Bengal,4,123,11473
01-10-2022,Andhra Pradesh,4,57,8075
01-10-2022,Assam,4,11,7529
01-10-2022,Bihar,4,19,7888
01-10-2022,Chandigarh,4,16,2422
01-10-2022,Chhattisgarh,4,51,7365
01-10-2022,DNH and DD,4,2,432
01-10-2022,Delhi,4,633,18613
01-10-2022,Goa,4,40,2230
01-10-2022,Gujarat,4,189,31456
01-10-2022,Haryana,4,39,21475
01-10-2022,Himachal Pradesh,4,2,3447
01-10-2022,Jammu and Kashmir,4,8,4556
01-10-2022,Jharkhand,4,22,6208
01-10-2022,Karnataka,4,563,26091
01-10-2022,Kerala,4,419,16857
01-10-2022,Madhya Pradesh,4,63,22052
01-10-2022,Maharashtra,4,1174,51561
01-10-2022,Odisha,4,43,6848
01-10-2022,Puducherry,4,4,754
01-10-2022,Punjab,4,3,10552
01-10-2022,Rajasthan,4,204,22678
01-10-2022,Tamil Nadu,4,184,18425
01-10-2022,Uttar Pradesh,4,21,42577
01-10-2022,Uttarakhand,4,50,5163
01-10-2022,West Bengal,4,94,6483
01-11-2022,Andhra Pradesh,4,95,6272
01-11-2022,Assam,4,10,7676
01-11-2022,Bihar,4,6,6295
01-11-2022,Chandigarh,4,61,2279
01-11-2022,Chhattisgarh,4,33,3846
01-11-2022,DNH and DD,4,2,455
01-11-2022,Delhi,4,483,15949
01-11-2022,Goa,4,26,1797
01-11-2022,Gujarat,4,374,36212
01-11-2022,Haryana,4,133,21202
01-11-2022,Himachal Pradesh,4,2,5135
01-11-2022,Jharkhand,4,15,4657
01-11-2022,Karnataka,4,564,23618
01-11-2022,Kerala,4,325,15267
01-11-2022,Madhya Pradesh,4,54,10575
01-11-2022,Maharashtra,4,1144,35215
01-11-2022,Odisha,4,53,5833
01-11-2022,Puducherry,4,9,782
01-11-2022,Rajasthan,4,113,15252
01-11-2022,Tamil Nadu,4,311,20180
01-11-2022,Uttar Pradesh,4,11,31886
01-11-2022,Uttarakhand,4,31,5199
01-11-2022,West Bengal,4,121,10465
01-12-2022,Andaman & Nicobar Island,4,3,229
01-12-2022,Andhra Pradesh,4,120,6769
01-12-2022,Assam,4,4,8441
01-12-2022,Bihar,4,5,4752
01-12-2022,Chandigarh,4,46,2261
01-12-2022,Chhattisgarh,4,40,3887
01-12-2022,DNH and DD,4,2,365
01-12-2022,Delhi,4,791,15492
01-12-2022,Goa,4,30,1744
01-12-2022,Gujarat,4,260,27614
01-12-2022,Haryana,4,177,18223
01-12-2022,Himachal Pradesh,4,7,4026
01-12-2022,Jammu and Kashmir,4,4,5304
01-12-2022,Jharkhand,4,22,3979
01-12-2022,Karnataka,4,438,22142
01-12-2022,Kerala,4,298,16601
01-12-2022,Madhya Pradesh,4,35,11124
01-12-2022,Maharashtra,4,887,32422
01-12-2022,Odisha,4,42,6616
01-12-2022,Puducherry,4,4,690
01-12-2022,Rajasthan,4,110,12634
01-12-2022,Tamil Nadu,4,406,20201
01-12-2022,Uttar Pradesh,4,13,27230
01-12-2022,Uttarakhand,4,24,3881
01-12-2022,West Bengal,4,65,8047
01-01-2023,Andhra Pradesh,4,121,10775
01-01-2023,Assam,4,5,7240
01-01-2023,Bihar,4,19,6600
01-01-2023,Chandigarh,4,50,2500
01-01-2023,Chhattisgarh,4,56,4880
01-01-2023,Delhi,4,331,17993
01-01-2023,Goa,4,44,1888
01-01-2023,Gujarat,4,212,25859
01-01-2023,Haryana,4,141,25164
01-01-2023,Himachal Pradesh,4,5,4192
01-01-2023,Jammu and Kashmir,4,4,4245
01-01-2023,Jharkhand,4,41,5016
01-01-2023,Karnataka,4,587,26011
01-01-2023,Kerala,4,344,17267
01-01-2023,Madhya Pradesh,4,69,17945
01-01-2023,Maharashtra,4,827,44349
01-01-2023,Manipur,4,3,892
01-01-2023,Odisha,4,51,6278
01-01-2023,Puducherry,4,3,1004
01-01-2023,Rajasthan,4,155,18017
01-01-2023,Tamil Nadu,4,202,24430
01-01-2023,Uttar Pradesh,4,26,41439
01-01-2023,Uttarakhand,4,16,5040
01-01-2023,West Bengal,4,124,9141
01-02-2023,Andhra Pradesh,4,116,6628
01-02-2023,Assam,4,13,7029
01-02-2023,Bihar,4,46,6117
01-02-2023,Chandigarh,4,59,2061
01-02-2023,Chhattisgarh,4,73,4196
01-02-2023,DNH and DD,4,3,411
01-02-2023,Delhi,4,510,14823
01-02-2023,Goa,4,83,1760
01-02-2023,Gujarat,4,271,28856
01-02-2023,Haryana,4,175,19656
01-02-2023,Himachal Pradesh,4,21,3952
01-02-2023,Jammu and Kashmir,4,8,4449
01-02-2023,Jharkhand,4,33,4234
01-02-2023,Karnataka,4,616,21837
01-02-2023,Kerala,4,662,14603
01-02-2023,Madhya Pradesh,4,144,17295
01-02-2023,Maharashtra,4,1012,30727
01-02-2023,Manipur,4,5,756
01-02-2023,Odisha,4,60,5397
01-02-2023,Puducherry,4,3,703
01-02-2023,Punjab,4,18,11765
01-02-2023,Rajasthan,4,293,15819
01-02-2023,Tamil Nadu,4,307,18758
01-02-2023,Uttar Pradesh,4,60,32464
01-02-2023,Uttarakhand,4,23,3985
01-02-2023,West Bengal,4,142,8054
01-03-2023,Andhra Pradesh,4,173,7764
01-03-2023,Assam,4,20,8324
01-03-2023,Bihar,4,47,6322
01-03-2023,Chandigarh,4,131,2589
01-03-2023,Chhattisgarh,4,95,5119
01-03-2023,DNH and DD,4,2,485
01-03-2023,Delhi,4,1544,18638
01-03-2023,Goa,4,112,2439
01-03-2023,Gujarat,4,498,26082
01-03-2023,Haryana,4,477,21547
01-03-2023,Himachal Pradesh,4,7,3574
01-03-2023,Jammu and Kashmir,4,17,5388
01-03-2023,Jharkhand,4,52,4670
01-03-2023,Karnataka,4,1062,28169
01-03-2023,Kerala,4,1107,24727
01-03-2023,Madhya Pradesh,4,159,14745
01-03-2023,Maharashtra,4,1389,42854
01-03-2023,Odisha,4,74,6358
01-03-2023,Puducherry,4,4,999
01-03-2023,Punjab,4,13,12430
01-03-2023,Rajasthan,4,425,18370
01-03-2023,Tamil Nadu,4,571,22131
01-03-2023,Tripura,4,9,329
01-03-2023,Uttar Pradesh,4,431,34186
01-03-2023,Uttarakhand,4,48,4596
01-03-2023,West Bengal,4,352,8955
01-04-2023,Andhra Pradesh,4,225,7229
01-04-2023,Assam,4,20,7022
01-04-2023,Bihar,4,40,5840
01-04-2023,Chandigarh,4,62,2482
01-04-2023,Chhattisgarh,4,93,5558
01-04-2023,Delhi,4,551,14861
01-04-2023,Goa,4,57,1633
01-04-2023,Gujarat,4,537,28451
01-04-2023,Haryana,4,363,21914
01-04-2023,Himachal Pradesh,4,9,3880
01-04-2023,Jammu and Kashmir,4,4,3728
01-04-2023,Jharkhand,4,39,4281
01-04-2023,Karnataka,4,762,22368
01-04-2023,Kerala,4,637,9171
01-04-2023,Madhya Pradesh,4,95,10894
01-04-2023,Maharashtra,4,1139,35336
01-04-2023,Meghalaya,4,2,1094
01-04-2023,Odisha,4,84,5315
01-04-2023,Puducherry,4,5,735
01-04-2023,Punjab,4,22,9734
01-04-2023,Rajasthan,4,291,14377
01-04-2023,Tamil Nadu,4,399,18659
01-04-2023,Uttar Pradesh,4,364,32143
01-04-2023,Uttarakhand,4,47,4887
01-04-2023,West Bengal,4,152,7999
01-05-2023,Andhra Pradesh,4,216,8095
01-05-2023,Assam,4,30,6994
01-05-2023,Bihar,4,46,6865
01-05-2023,Chandigarh,4,83,2556
01-05-2023,Chhattisgarh,4,185,3785
01-05-2023,DNH and DD,4,4,416
01-05-2023,Delhi,4,787,16609
01-05-2023,Goa,4,85,1878
01-05-2023,Gujarat,4,710,25770
01-05-2023,Haryana,4,211,21218
01-05-2023,Himachal Pradesh,4,21,3565
01-05-2023,Jammu and Kashmir,4,14,5095
01-05-2023,Jharkhand,4,37,4755
01-05-2023,Karnataka,4,999,22601
01-05-2023,Kerala,4,954,14819
01-05-2023,Madhya Pradesh,4,136,12488
01-05-2023,Maharashtra,4,1137,35179
01-05-2023,Manipur,4,4,119
01-05-2023,Meghalaya,4,2,1027
01-05-2023,Odisha,4,105,5951
01-05-2023,Puducherry,4,6,943
01-05-2023,Punjab,4,63,11047
01-05-2023,Rajasthan,4,419,16157
01-05-2023,Tamil Nadu,4,529,20789
01-05-2023,Tripura,4,2,436
01-05-2023,Uttar Pradesh,4,472,34515
01-05-2023,Uttarakhand,4,61,4675
01-05-2023,West Bengal,4,322,8672
01-06-2023,Andhra Pradesh,4,156,6611
01-06-2023,Assam,4,28,6751
01-06-2023,Bihar,4,52,6134
01-06-2023,Chandigarh,4,77,2597
01-06-2023,Chhattisgarh,4,114,3650
01-06-2023,Delhi,4,935,15723
01-06-2023,Goa,4,75,1699
01-06-2023,Gujarat,4,698,24829
01-06-2023,Haryana,4,263,21135
01-06-2023,Himachal Pradesh,4,19,3448
01-06-2023,Jammu and Kashmir,4,18,4437
01-06-2023,Jharkhand,4,48,4320
01-06-2023,Karnataka,4,1142,24603
01-06-2023,Kerala,4,885,14389
01-06-2023,Madhya Pradesh,4,107,10927
01-06-2023,Maharashtra,4,1360,36069
01-06-2023,Meghalaya,4,2,950
01-06-2023,Odisha,4,89,5873
01-06-2023,Puducherry,4,8,910
01-06-2023,Punjab,4,76,10547
01-06-2023,Rajasthan,4,380,15534
01-06-2023,Tamil Nadu,4,572,22976
01-06-2023,Tripura,4,2,375
01-06-2023,Uttar Pradesh,4,393,30578
01-06-2023,Uttarakhand,4,42,4393
01-06-2023,West Bengal,4,247,8471
01-07-2023,Andaman & Nicobar Island,4,3,163
01-07-2023,Andhra Pradesh,4,157,6820
01-07-2023,Arunachal Pradesh,4,2,1069
01-07-2023,Assam,4,23,7381
01-07-2023,Bihar,4,58,5189
01-07-2023,Chandigarh,4,71,2326
01-07-2023,Chhattisgarh,4,94,3346
01-07-2023,DNH and DD,4,4,391
01-07-2023,Delhi,4,831,15285
01-07-2023,Goa,4,84,1739
01-07-2023,Gujarat,4,692,27755
01-07-2023,Haryana,4,92,11915
01-07-2023,Himachal Pradesh,4,12,3956
01-07-2023,Jammu and Kashmir,4,11,4435
01-07-2023,Jharkhand,4,31,4010
01-07-2023,Karnataka,4,1221,23154
01-07-2023,Kerala,4,871,14002
01-07-2023,Madhya Pradesh,4,138,10811
01-07-2023,Maharashtra,4,1103,36082
01-07-2023,Manipur,4,6,427
01-07-2023,Meghalaya,4,3,1030
01-07-2023,Odisha,4,134,5745
01-07-2023,Puducherry,4,7,809
01-07-2023,Punjab,4,92,10766
01-07-2023,Rajasthan,4,405,14064
01-07-2023,Tamil Nadu,4,630,20553
01-07-2023,Tripura,4,2,578
01-07-2023,Uttar Pradesh,4,420,29214
01-07-2023,Uttarakhand,4,53,4216
01-07-2023,West Bengal,4,179,8111
01-08-2023,Andaman & Nicobar Island,4,3,183
01-08-2023,Andhra Pradesh,4,104,7397
01-08-2023,Arunachal Pradesh,4,4,1121
01-08-2023,Assam,4,27,7557
01-08-2023,Bihar,4,53,5334
01-08-2023,Chandigarh,4,80,1937
01-08-2023,Chhattisgarh,4,107,3859
01-08-2023,Delhi,4,440,15852
01-08-2023,Goa,4,98,2177
01-08-2023,Gujarat,4,512,25572
01-08-2023,Haryana,4,189,24414
01-08-2023,Himachal Pradesh,4,11,3975
01-08-2023,Jammu and Kashmir,4,15,4843
01-08-2023,Jharkhand,4,52,4040
01-08-2023,Karnataka,4,1196,28235
01-08-2023,Kerala,4,736,18189
01-08-2023,Madhya Pradesh,4,112,11479
01-08-2023,Maharashtra,4,1070,40169
01-08-2023,Manipur,4,6,458
01-08-2023,Meghalaya,4,3,1215
01-08-2023,Odisha,4,146,6282
01-08-2023,Puducherry,4,14,955
01-08-2023,Punjab,4,75,11493
01-08-2023,Rajasthan,4,396,14786
01-08-2023,Tamil Nadu,4,591,23537
01-08-2023,Tripura,4,2,466
01-08-2023,Uttar Pradesh,4,482,29829
01-08-2023,Uttarakhand,4,50,4283
01-08-2023,West Bengal,4,178,9101
01-09-2023,Andhra Pradesh,4,59,7044
01-09-2023,Arunachal Pradesh,4,4,1003
01-09-2023,Assam,4,23,8078
01-09-2023,Bihar,4,60,5210
01-09-2023,Chandigarh,4,54,1491
